0:	8.175799
1:	8.415368
2:	8.661957
3:	8.915772
4:	9.177024
5:	9.445931
6:	9.722718
7:	10.007616
8:	10.300861
9:	10.602699
10:	10.913382
11:	11.233169
12:	11.562326
13:	11.901128
14:	12.249857
15:	12.608806
16:	12.978272
17:	13.358564
18:	13.750000
19:	14.152906
20:	14.567618
21:	14.994481
22:	15.433853
23:	15.886100
24:	16.351598
